uid,C1,C2,C3,C4,C5,C6,C7,C8,CBD,E1,E2,E3,E4,N1,NE1,NE2,NE3,W1,W2,W3
5447696,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0
5449139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5449191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5449345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5449654,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5449740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5449800,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0
5452105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5455594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5455733,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5455834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5456518,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5456879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5456919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5458104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5458645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5458887,0,0,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0
5459393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459432,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5459592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459725,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.6666666666666666,0,0,0,0,0
5459888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5460366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5460591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5460760,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5461046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5461475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5461699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5462223,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
5462237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5462279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5462617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5462676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5462978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5462993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5463218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5463981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5464757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5465340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5465578,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465745,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466041,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
5466564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5466575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5467682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5467709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5467838,0,0.1111111111111111,0,0,0,0,0,0,0.4444444444444444,0,0,0.1111111111111111,0,0,0,0.1111111111111111,0,0,0.2222222222222222,0
5468232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5468536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5468687,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0.5,0,0,0
5469330,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
5469788,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0
5469865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5473302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
5474950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5476576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5478212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5478390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5478461,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0
5478494,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5479164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5479404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5480585,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0
5480782,0,0,0.6666666666666666,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480788,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5480992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5481841,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5482589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5483564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5483676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5483708,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
5483769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484415,0,0,0,0,0.125,0,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0.5,0
5484611,0,0,0,0,0,0.6666666666666666,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0
5484697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5485016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5485240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5485434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5485597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5485612,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5485688,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.5,0,0,0
5485752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5485847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5486028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5486275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5486633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5487297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5487489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5487759,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5488402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5488934,0.125,0,0.375,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0.25,0,0,0
5489013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5489165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5489270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5489686,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0
5489713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5489835,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
5490398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5490723,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5491717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5492320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5492658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5494457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5499565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5501835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5502364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503229,0.17647058823529413,0,0,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.058823529411764705,0,0.11764705882352941,0,0,0,0,0.058823529411764705,0,0,0,0.058823529411764705,0.058823529411764705,0
5503291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5503589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5504345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5504692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5504804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5504900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5504969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5505674,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5506307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5506348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5506377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5506617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5507007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5507042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5507414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5507508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5507740,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5508182,0.1111111111111111,0.1111111111111111,0,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.3333333333333333,0,0,0.05555555555555555,0,0,0,0,0,0.05555555555555555,0,0
5508458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5508676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5510076,0,0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0,0,0.35294117647058826,0,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0.058823529411764705,0.17647058823529413,0
5510183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5510454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5510984,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0
5511215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5511325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5511403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5512711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5513225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5513358,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0
5514257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5514918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5517131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5517311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5522654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5523101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5523139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5523581,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5523698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5523785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5524089,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
5524509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5524573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5525391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5525398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5525667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5525741,0,0,0.14285714285714285,0,0,0.14285714285714285,0.2857142857142857,0,0.14285714285714285,0,0,0,0,0,0.2857142857142857,0,0,0,0,0
5526028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5526431,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
5527044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5527092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5527144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5527479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5528794,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
5528818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5529690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
5530101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5530714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5530815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5530819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5531020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5532048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5532738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5532751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5533107,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
5533143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5533229,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
5533314,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0
5533500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5534538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5535463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5535653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5535794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5535856,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0
5536708,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0
5538464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5539949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5540047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5540205,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
5540335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5541090,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5541724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5541976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5543225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5544196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5544479,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5544618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5550171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
5550924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5551128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0
5551725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5551996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5552219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5553141,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0
5554021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5554106,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
5554233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5555036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5555077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5555136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5555168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5555244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5555797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5555898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5556735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5556883,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0
5557204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5558046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5558242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5558608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5558700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559079,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0
5559124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5559214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5559504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5559673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5559676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5560612,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0
5561245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5561265,0.16666666666666666,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0
5561269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5561996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5562045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5562374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5562393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5562854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5563150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5563720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5563956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5564911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5565190,0.5,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
5565869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5566886,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
5567119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5569224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5569313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5570481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5571629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5572915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5573697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5573871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5574716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5575415,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5575624,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0
5575958,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
5576090,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5578102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5578277,0,0,0,0,0,0.16666666666666666,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0.16666666666666666,0,0,0,0,0,0
5578499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5578514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5578916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5580506,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
5580541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5581111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5581207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5581472,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5581871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5582349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5582569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5582680,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5582715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5582793,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
5583024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5583320,0,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0
5584320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5584756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5586112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0
5586152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5586255,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
5586413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5586756,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
5587186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5588434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5588558,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0
5589188,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
5589236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5589346,0,0.25,0,0,0.25,0.125,0.25,0,0.125,0,0,0,0,0,0,0,0,0,0,0
5589486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5589605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5589882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5590342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5590726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
